Species,Colony,depth,Site,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,Fv/Fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv/Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
Porites astreoides ,50,40--10,MF,20230707.012,07/07/2023,36780,384,1.4,29.8,15.37,211,345.2,134.1,0.389,445.5,0.3,0.65,380,0.15,2189,0.2,124480,--------,-------,728,25282,300,390.5,450.1,59.6,0.132,471.1,0.02,0.312,578,0.606,19637,0.082,19737,--------,-------,13151,13690,76
Porites astreoides ,50,40--10,MF,20230707.013,07/07/2023,36789,479.4,1.4,29.8,15.37,147.5,245.2,97.7,0.398,388.2,0.28,0.67,343,0.14,2094,0.19,129688,--------,-------,637,25362,500,280.4,324.4,44,0.136,409.4,0.05,0.337,531,0.597,18895,0.065,18992,--------,-------,12266,12705,81.5
Porites astreoides ,50,40--10,MF,20230707.014,07/07/2023,36799,356.3,1.4,29.8,15.37,204.4,332,127.5,0.384,412.6,0.26,0.63,422,0.16,1969,0.21,114445,--------,-------,735,24831,300,389.8,443.9,54.2,0.122,481.9,0.02,0.315,609,0.595,20281,0.09,20287,--------,-------,13468,14084,74.2
Porites astreoides ,50,40--10,MF,20230707.015,07/07/2023,36808,499.1,1.4,29.8,15.38,188.9,320.1,131.2,0.41,435.9,0.35,0.62,351,0.18,1546,0.2,108887,--------,-------,619,22425,400,343.1,402.3,59.1,0.147,434,0.11,0.35,556,0.568,17679,0.081,17804,--------,-------,11150,11691,89.7
Porites astreoides ,47,10--40,MF,20230707.016,07/07/2023,36831,349.4,1.4,29.8,15.37,246.7,364.4,117.7,0.323,464.3,0.23,0.69,534,0.1,4475,0.21,131445,--------,-------,1028,28466,200,439.2,479.2,40,0.083,636.9,0,0.218,657,0.138,17382,0.644,17394,--------,-------,13163,13747,76
Porites astreoides ,47,10--40,MF,20230707.017,07/07/2023,36844,316.3,1.4,29.9,15.35,130.9,194.2,63.2,0.326,392.8,0.23,0.65,412,0.14,2588,0.21,150084,--------,-------,789,32554,500,210.4,233.2,22.8,0.098,463.1,0,0.277,707,0.66,17051,0.063,17162,--------,-------,12212,12523,81.9
Porites astreoides ,47,10--40,MF,20230707.018,07/07/2023,36858,224.1,1.4,29.9,15.36,237.1,349,111.9,0.321,478,0.26,0.65,459,0.14,2567,0.22,122678,--------,-------,830,27099,300,398.9,442.8,43.9,0.099,526.9,0,0.26,722,0.664,17432,0.077,17465,--------,-------,12734,13097,78.5
Porites astreoides ,47,10--40,MF,20230707.019,07/07/2023,36868,243.6,1.4,29.9,15.35,202.2,299,96.8,0.324,421.9,0.2,0.66,523,0.14,4955,0.21,160815,--------,-------,1285,34392,300,332.1,368.1,36,0.098,465,0,0.287,736,0.641,16710,0.071,22331,--------,-------,11771,12524,85
Porites astreoides ,47,10--40,MF,20230707.020,07/07/2023,36881,339,1.4,29.8,15.35,147.4,221.5,74.1,0.334,369.1,0.17,0.61,422,0.17,3129,0.22,124079,--------,-------,1018,28457,500,227.4,252.3,24.8,0.098,474.5,0,0.299,665,0.63,17073,0.071,21248,--------,-------,11786,12456,84.8
Porites astreoides ,61,10--10,MF,20230707.021,07/07/2023,36929,403.3,1.4,29.9,15.34,81.2,122.7,41.5,0.338,301.8,0.16,0.61,306,0.19,1856,0.2,222875,--------,-------,680,44114,800,163.4,184.2,20.8,0.113,404.9,0,0.427,634,0.497,14442,0.076,14459,--------,-------,8064,8548,124
Porites astreoides ,61,10--10,MF,20230707.022,07/07/2023,36939,389,1.4,29.9,15.34,122.3,186.7,64.3,0.345,370.5,0.2,0.69,366,0.12,3080,0.19,182244,--------,-------,771,34693,600,207.4,234.5,27.1,0.115,426.1,0.05,0.446,639,0.475,14011,0.08,14066,--------,-------,7539,8058,132.7
Porites astreoides ,61,10--10,MF,20230707.023,07/07/2023,36948,387.4,1.4,29.9,15.33,133.7,198.3,64.6,0.326,390.3,0.2,0.63,397,0.16,2491,0.21,136450,--------,-------,814,29560,500,191,214.3,23.3,0.109,409.7,0.09,0.406,573,0.523,13874,0.071,13903,--------,-------,8064,8477,124
Porites astreoides ,61,10--10,MF,20230707.024,07/07/2023,36959,334.4,1.4,29.9,15.33,138.7,210.1,71.4,0.34,437.9,0.24,0.65,455,0.14,2996,0.21,138444,--------,-------,913,29782,500,231.9,261,29.2,0.112,460,0.13,0.382,645,0.531,15451,0.088,15482,--------,-------,9254,9799,108.1
Porites astreoides ,61,10--10,MF,20230707.025,07/07/2023,36970,373.4,1.4,29.9,15.33,110.1,166.6,56.6,0.339,378,0.21,0.65,362,0.14,2340,0.21,163515,--------,-------,712,34132,600,182.6,206.8,24.2,0.117,397.3,0,0.455,669,0.477,15073,0.068,15103,--------,-------,8039,8517,124.4
Porites astreoides ,31,40--40,MF,20230707.026,07/07/2023,37048,407.2,1.4,30,15.31,227.3,390.6,163.3,0.418,488.5,0.33,0.66,389,0.16,1805,0.19,99676,--------,-------,663,19117,300,417.1,488,71,0.145,451.7,0.16,0.322,586,0.603,19396,0.074,19653,--------,-------,12845,13352,77.8
Porites astreoides ,31,40--40,MF,20230707.027,07/07/2023,37057,436.7,1.4,30,15.3,212.2,359.9,147.7,0.41,495.9,0.31,0.62,393,0.18,1749,0.2,103313,--------,-------,698,20801,300,372.3,432.4,60.1,0.139,454,0.11,0.321,562,0.613,18702,0.067,18806,--------,-------,12473,12895,80.2
Porites astreoides ,31,40--40,MF,20230707.028,07/07/2023,37067,538.2,1.4,30,15.3,127.1,215.7,88.6,0.411,416.2,0.27,0.68,344,0.15,2047,0.17,124671,--------,-------,649,21985,600,230.6,268.3,37.7,0.141,414.4,0.06,0.369,543,0.052,18164,0.579,18192,--------,-------,11319,11672,88.3
Porites astreoides ,31,40--40,MF,20230707.029,07/07/2023,37077,663.1,1.4,30,15.3,89.9,152.1,62.2,0.409,347.1,0.26,0.68,322,0.15,1850,0.18,134254,--------,-------,594,24394,800,158.7,185.1,26.4,0.142,372,0,0.39,546,0.546,17616,0.064,17782,--------,-------,10499,10968,95.3
Porites astreoides ,31,40--40,MF,20230707.030,07/07/2023,37086,557.9,1.4,30,15.3,164.3,279.8,115.5,0.413,423.8,0.29,0.66,347,0.17,1832,0.18,123041,--------,-------,647,22322,400,295.4,341.3,45.9,0.135,423.5,0.1,0.341,598,0.582,17822,0.077,18143,--------,-------,11462,11977,87.2
Porites astreoides ,26,40--40,MF,20230707.031,07/07/2023,37096,390.5,1.4,30,15.3,308.1,469,160.9,0.343,545.7,0.41,0.65,429,0.15,2129,0.19,108467,--------,-------,756,21616,0,562.8,614.5,51.7,0.084,578.4,0.29,0.236,648,0.119,16492,0.644,16516,--------,-------,12255,12761,81.6
Porites astreoides ,26,40--40,MF,20230707.032,07/07/2023,37105,353.7,1.4,30.1,15.3,162.7,251.4,88.7,0.353,426.8,0.31,0.62,390,0.16,1750,0.23,120756,--------,-------,664,27840,300,288.2,323.3,35.1,0.109,432.4,0.19,0.342,666,0.603,16320,0.054,16514,--------,-------,10650,10969,93.9
Porites astreoides ,26,40--40,MF,20230707.033,07/07/2023,37114,268.9,1.4,30,15.3,194.1,298.8,104.8,0.351,483.4,0.33,0.66,403,0.14,2610,0.2,157705,--------,-------,787,31841,400,342.8,387.2,44.4,0.115,470,0.06,0.343,654,0.571,17728,0.085,17782,--------,-------,11320,11872,88.3
Porites astreoides ,26,40--40,MF,20230707.034,07/07/2023,37124,348.8,1.4,30.1,15.28,165.9,255.1,89.2,0.35,429.7,0.29,0.65,404,0.14,1992,0.21,150964,--------,-------,687,31506,400,277,312.1,35.1,0.113,429.7,0.15,0.393,667,0.077,16015,0.53,16019,--------,-------,9484,9989,105.4
Porites astreoides ,26,40--40,MF,20230707.035,07/07/2023,37133,242,1.4,30,15.28,278.4,416.7,138.4,0.332,550.1,0.42,0.63,441,0.17,1661,0.2,109783,--------,-------,698,22810,200,479.2,536.6,57.4,0.107,515.4,0.24,0.349,709,0.549,16321,0.102,16356,--------,-------,10247,10871,97.6
Porites astreoides ,28,40--40,MF,20230707.036,07/07/2023,37225,244.1,1.4,30.1,15.27,298.5,458.8,160.3,0.349,478.9,0.3,0.62,422,0.18,1684,0.2,132492,--------,-------,706,26998,0,505.5,569.8,64.2,0.113,497,0.18,0.298,673,0.591,19101,0.11,19159,--------,-------,12919,13608,77.4
Porites astreoides ,28,40--40,MF,20230707.037,07/07/2023,37234,223.8,1.4,30.1,15.26,301.2,457.2,156,0.341,475.9,0.32,0.63,448,0.17,1834,0.2,143981,--------,-------,749,29533,0,539.1,607.1,68,0.112,506.2,0.23,0.31,641,0.597,19625,0.093,20034,--------,-------,13142,13785,76.1
Porites astreoides ,28,40--40,MF,20230707.038,07/07/2023,37243,344.5,1.4,30.2,15.26,175,272.6,97.6,0.358,387,0.24,0.66,372,0.15,2166,0.19,160672,--------,-------,703,30729,400,303.3,341.8,38.5,0.113,463.7,0.07,0.35,646,0.57,19149,0.08,19302,--------,-------,12111,12690,82.6
Porites astreoides ,28,40--40,MF,20230707.039,07/07/2023,37253,306.4,1.4,30.1,15.27,225.3,348.8,123.5,0.354,422.9,0.26,0.61,331,0.21,1477,0.19,137777,--------,-------,624,26119,300,373.6,422,48.5,0.115,486.5,0.06,0.335,620,0.563,17831,0.102,17862,--------,-------,11409,12068,87.7
Porites astreoides ,28,40--40,MF,20230707.040,07/07/2023,37262,323.7,1.4,30.2,15.26,317.1,502.5,185.4,0.369,430.5,0.22,0.58,455,0.24,2285,0.19,88428,--------,-------,986,17522,0,510.4,572.8,62.5,0.109,521.1,0.18,0.292,616,0.591,18356,0.116,18360,--------,-------,12490,13174,80.1
Porites astreoides ,29,40--40,MF,20230707.041,07/07/2023,37274,396.6,1.4,30.2,15.25,132.4,208.4,76,0.365,504.4,0.29,0.57,399,0.19,1806,0.24,95342,--------,-------,754,23105,500,231.4,262.9,31.5,0.12,488.4,0.22,0.314,629,0.59,18710,0.096,18850,--------,-------,12430,13049,80.5
Porites astreoides ,29,40--40,MF,20230707.042,07/07/2023,37285,374.7,1.4,30.2,15.25,144.2,221.9,77.7,0.35,541.5,0.31,0.61,383,0.18,2229,0.21,113173,--------,-------,807,24789,500,251,285.7,34.6,0.121,503.7,0.15,0.309,605,0.575,19139,0.116,19162,--------,-------,12657,13413,79
Porites astreoides ,29,40--40,MF,20230707.043,07/07/2023,37294,423.1,1.4,30.2,15.24,146.9,222.5,75.6,0.34,514.7,0.3,0.6,376,0.17,2203,0.22,110707,--------,-------,787,25200,500,235.1,268.2,33.1,0.123,489.8,0.13,0.345,585,0.553,19109,0.102,19113,--------,-------,11989,12716,83.4
Porites astreoides ,29,40--40,MF,20230707.044,07/07/2023,37303,296.2,1.4,30.2,15.25,173.8,286,112.1,0.392,576.5,0.32,0.55,417,0.26,2938,0.19,69999,--------,-------,1230,14328,400,337.9,365.9,28,0.077,591.8,0.34,0.208,695,0.651,17124,0.141,17136,--------,-------,13153,13714,76
Porites astreoides ,29,40--40,MF,20230707.045,07/07/2023,37313,653.3,1.4,30.2,15.24,85.8,133.7,48,0.359,398.9,0.23,0.63,357,0.15,2341,0.21,149621,--------,-------,743,32264,800,134,152.8,18.8,0.123,433.4,0,0.353,605,0.564,18396,0.083,18439,--------,-------,11552,12126,86.6
Porites astreoides ,62,10--10,MF,20230707.046,07/07/2023,37322,457.3,1.4,30.3,15.24,125.2,188.8,63.6,0.337,389.3,0.21,0.67,355,0.13,1796,0.2,136267,--------,-------,583,27720,600,213.4,233.3,20,0.086,496.8,0,0.293,603,0.645,14936,0.062,15003,--------,-------,10459,10739,95.6
Porites astreoides ,62,10--10,MF,20230707.047,07/07/2023,37330,320.1,1.4,30.2,15.23,169.8,250.9,81.1,0.323,439.3,0.25,0.66,425,0.12,1986,0.22,132232,--------,-------,672,29459,400,274.9,304.2,29.3,0.096,462.4,0,0.315,648,0.589,15303,0.097,15379,--------,-------,10198,10699,98.1
Porites astreoides ,62,10--10,MF,20230707.048,07/07/2023,37341,309.2,1.4,30.2,15.24,129.5,195.8,66.3,0.339,352.9,0.19,0.67,385,0.12,1729,0.2,152971,--------,-------,590,31813,500,208.9,234.2,25.3,0.108,387.5,0,0.424,731,0.515,14379,0.06,14393,--------,-------,8216,8588,121.7
Porites astreoides ,62,10--10,MF,20230707.049,07/07/2023,37350,226.5,1.4,30.2,15.24,154.3,233.9,79.6,0.34,400.1,0.21,0.68,407,0.11,2279,0.21,159554,--------,-------,669,34220,500,269.2,303.8,34.7,0.114,402.5,0,0.393,670,0.061,16076,0.546,16104,--------,-------,9649,10040,103.6
Porites astreoides ,62,10--10,MF,20230707.050,07/07/2023,37359,283,1.4,30.3,15.24,76.6,115.3,38.7,0.336,345.1,0.18,0.72,404,0.08,3980,0.2,273007,--------,-------,767,55467,900,137.7,155.2,17.5,0.113,382.5,0,0.392,694,0.521,15652,0.086,15764,--------,-------,9230,9794,108.3
Porites astreoides ,67,10--10,MF,20230707.051,07/07/2023,37369,366.3,1.4,30.3,15.23,132.1,196.3,64.2,0.327,371.8,0.24,0.63,375,0.15,1758,0.22,150770,--------,-------,649,33665,500,236.9,266.2,29.3,0.11,430.9,0.12,0.432,772,0.07,14043,0.497,14049,--------,-------,7875,8308,127
Porites astreoides ,67,10--10,MF,20230707.052,07/07/2023,37378,294.5,1.4,30.3,15.22,161.9,238.5,76.6,0.321,442,0.25,0.59,354,0.19,1979,0.22,123803,--------,-------,756,27254,400,253.8,283.8,30,0.106,455.6,0.08,0.38,848,0.06,14220,0.56,14263,--------,-------,8846,9169,113
Porites astreoides ,67,10--10,MF,20230707.053,07/07/2023,37387,377.4,1.4,30.3,15.23,130,192.2,62.2,0.324,382.9,0.21,0.65,380,0.13,2027,0.22,154524,--------,-------,653,34560,600,212.8,239.4,26.6,0.111,426.4,0.13,0.442,653,0.487,13882,0.071,13886,--------,-------,7587,8032,131.8
Porites astreoides ,67,10--10,MF,20230707.054,07/07/2023,37400,286.6,1.4,30.3,15.22,174.7,256.3,81.6,0.318,459.2,0.25,0.56,344,0.22,1574,0.22,113138,--------,-------,696,25613,400,267.7,299.9,32.2,0.107,468.3,0.12,0.372,787,0.054,13782,0.574,13839,--------,-------,8713,8987,114.8
Porites astreoides ,67,10--10,MF,20230707.055,07/07/2023,37411,222.3,1.4,30.3,15.21,232,341.2,109.2,0.32,481.8,0.31,0.61,429,0.16,1747,0.23,103833,--------,-------,708,23941,300,321.5,360.5,39,0.108,437.9,0.27,0.347,881,0.623,15112,0.031,15579,--------,-------,10023,10194,99.8
Porites astreoides ,43,10--40,MF,20230707.056,07/07/2023,37494,531.3,1.4,30.4,15.2,159.4,268.7,109.3,0.407,423.4,0.29,0.68,368,0.14,1923,0.18,120437,--------,-------,639,21987,400,279.5,324.6,45.1,0.139,393.2,0.1,0.39,619,0.546,18377,0.063,18637,--------,-------,10977,11462,91.1
Porites astreoides ,43,10--40,MF,20230707.057,07/07/2023,37503,535.6,1.4,30.4,15.2,148.4,253.6,105.2,0.415,434.4,0.31,0.65,353,0.17,1625,0.18,128674,--------,-------,619,23755,500,267.4,310.5,43.1,0.139,434.4,0.17,0.372,561,0.547,17799,0.081,17907,--------,-------,10821,11396,92.4
Porites astreoides ,43,10--40,MF,20230707.058,07/07/2023,37512,872.5,1.4,30.4,15.19,80.8,133.7,52.9,0.396,332.5,0.25,0.7,330,0.12,2374,0.17,177768,--------,-------,631,31500,800,131.7,152.4,20.7,0.136,353.6,0,0.386,624,0.521,16595,0.093,16728,--------,-------,9792,10437,102.1
Porites astreoides ,43,10--40,MF,20230707.059,07/07/2023,37522,610.8,1.4,30.4,15.19,235.4,405.3,169.8,0.419,487.8,0.33,0.65,374,0.17,1574,0.18,107501,--------,-------,626,19739,300,466.4,526.6,60.2,0.114,518.4,0.24,0.287,569,0.615,18303,0.098,18404,--------,-------,12659,13221,79
Porites astreoides ,43,10--40,MF,20230707.060,07/07/2023,37536,743.7,1.4,30.4,15.19,88.2,147.4,59.2,0.402,348.5,0.21,0.64,323,0.17,1555,0.18,137615,--------,-------,584,25602,800,151.4,175,23.6,0.135,392,0,0.411,519,0.498,17371,0.091,17631,--------,-------,9751,10465,102.6
Porites astreoides ,44,10--40,MF,20230707.061,07/07/2023,37546,900,1.4,30.5,15.18,75.2,126.1,50.8,0.403,327.7,0.26,0.68,307,0.14,1521,0.18,134115,--------,-------,514,24337,800,135.7,156.5,20.7,0.132,364.3,0,0.394,538,0.516,16555,0.09,16684,--------,-------,9620,10253,103.9
Porites astreoides ,44,10--40,MF,20230707.062,07/07/2023,37558,599.2,1.4,30.4,15.18,161.6,269,107.4,0.399,445.1,0.3,0.67,378,0.14,1799,0.19,120156,--------,-------,626,22759,400,292.8,335.5,42.7,0.127,444.3,0.13,0.347,615,0.598,18050,0.055,18229,--------,-------,11646,12009,85.9
Porites astreoides ,44,10--40,MF,20230707.063,07/07/2023,37568,579.2,1.4,30.5,15.18,124,201.5,77.5,0.385,420.3,0.26,0.67,323,0.15,1986,0.17,130287,--------,-------,633,23231,600,220.4,254,33.6,0.132,420.6,0.07,0.413,516,0.532,17804,0.056,17902,--------,-------,10252,10677,97.5
Porites astreoides ,44,10--40,MF,20230707.064,07/07/2023,37578,568.3,1.4,30.5,15.18,161.4,269.6,108.2,0.401,429,0.3,0.64,368,0.17,1425,0.19,116500,--------,-------,589,22290,400,281.9,328.3,46.4,0.141,417.7,0.08,0.388,583,0.533,18479,0.079,18531,--------,-------,10937,11537,91.4
Porites astreoides ,44,10--40,MF,20230707.065,07/07/2023,37587,625.4,1.4,30.5,15.18,146.1,248,101.8,0.411,416.3,0.28,0.69,347,0.14,1848,0.17,127984,--------,-------,600,22539,500,269.7,311.5,41.8,0.134,423.5,0.14,0.371,573,0.543,17568,0.086,17627,--------,-------,10669,11264,93.7
Porites astreoides ,48,10--40,MF,20230707.066,07/07/2023,37600,401.1,1.4,30.5,15.17,116.6,183.3,66.7,0.364,404.2,0.3,0.65,338,0.16,1633,0.19,145991,--------,-------,591,28931,600,226.2,255.4,29.2,0.114,477.1,0,0.346,597,0.571,17181,0.083,17406,--------,-------,10916,11455,91.6
Porites astreoides ,48,10--40,MF,20230707.067,07/07/2023,37610,284,1.4,30.5,15.18,164.4,258.5,94.1,0.364,474.8,0.32,0.66,350,0.16,2225,0.18,128553,--------,-------,712,23841,400,308.6,348.7,40.1,0.115,462.2,0.06,0.334,504,0.091,17933,0.575,17943,--------,-------,11543,12124,86.6
Porites astreoides ,48,10--40,MF,20230707.068,07/07/2023,37620,379.8,1.4,30.5,15.17,106.4,166.9,60.5,0.362,382,0.28,0.68,341,0.13,2246,0.19,160055,--------,-------,654,30642,700,189.3,216.7,27.3,0.126,398.2,0,0.402,567,0.512,16037,0.086,16146,--------,-------,9229,9821,108.4
Porites astreoides ,48,10--40,MF,20230707.069,07/07/2023,37629,431.8,1.4,30.6,15.17,76.9,120.9,44,0.364,344.2,0.26,0.7,316,0.12,2322,0.19,202983,--------,-------,606,38507,900,145.8,165.7,19.9,0.12,404.2,0,0.369,628,0.537,16780,0.094,16868,--------,-------,10197,10823,98.1
Porites astreoides ,48,10--40,MF,20230707.070,07/07/2023,37637,404.1,1.4,30.5,15.17,105.8,165.3,59.6,0.36,386.5,0.28,0.69,340,0.13,2374,0.18,176111,--------,-------,660,33036,700,195.2,221.5,26.4,0.119,423.9,0,0.382,599,0.532,15872,0.085,15964,--------,-------,9486,10038,105.4
Porites astreoides ,42,10--40,MF,20230707.071,07/07/2023,37647,282.9,1.4,30.6,15.16,178.4,272.4,94,0.345,443,0.26,0.65,376,0.15,2024,0.2,140208,--------,-------,687,29144,400,330.9,368.7,37.8,0.103,464.8,0.07,0.272,635,0.657,17404,0.071,17474,--------,-------,12489,12844,80.1
Porites astreoides ,42,10--40,MF,20230707.072,07/07/2023,37658,210,1.4,30.5,15.16,188.2,285.4,97.2,0.34,458.5,0.27,0.65,416,0.13,2333,0.22,122389,--------,-------,744,27144,400,312.8,353.6,40.8,0.115,464.2,0.06,0.353,626,0.585,16849,0.061,16864,--------,-------,10744,11118,93.1
Porites astreoides ,42,10--40,MF,20230707.073,07/07/2023,37668,189.9,1.4,30.6,15.15,244.7,373.1,128.5,0.344,469.8,0.28,0.65,439,0.14,2124,0.21,117730,--------,-------,733,25668,200,406.5,459.4,52.9,0.115,440.7,0.14,0.324,633,0.614,17031,0.061,17101,--------,-------,11362,11715,88
Porites astreoides ,42,10--40,MF,20230707.074,07/07/2023,37680,202.7,1.4,30.6,15.16,175.6,266.9,91.3,0.342,428.2,0.26,0.66,385,0.13,2480,0.2,138549,--------,-------,731,28919,400,310,353.2,43.2,0.122,424.4,0.02,0.376,678,0.061,17478,0.563,17502,--------,-------,10759,11171,92.9
Porites astreoides ,42,10--40,MF,20230707.075,07/07/2023,37689,200.3,1.4,30.6,15.15,170.1,258,87.9,0.341,439.7,0.28,0.64,382,0.16,2020,0.21,193482,--------,-------,705,40918,400,311.6,353.5,41.9,0.119,429.3,0,0.34,718,0.097,16432,0.562,16435,--------,-------,10509,11086,95.2
Porites astreoides ,54,40--10,MF,20230707.076,07/07/2023,37766,221.9,1.4,30.6,15.14,56.8,89.5,32.7,0.366,431,0.24,0.62,335,0.17,2301,0.21,141434,--------,-------,762,29935,1000,151.4,176.9,25.5,0.144,505.7,0.15,0.366,560,0.547,19848,0.087,19897,--------,-------,12115,12792,82.5
Porites astreoides ,54,40--10,MF,20230707.077,07/07/2023,37776,320.2,1.4,30.6,15.14,42.1,67.8,25.7,0.379,503.5,0.28,0.59,343,0.2,2098,0.21,107981,--------,-------,791,23355,1200,66.7,78.1,11.4,0.145,442.4,0,0.345,651,0.556,19263,0.099,19349,--------,-------,12137,12852,82.4
Porites astreoides ,54,40--10,MF,20230707.078,07/07/2023,37785,377,1.4,30.6,15.13,71.6,114.5,43,0.375,439.9,0.27,0.62,338,0.18,2373,0.2,125340,--------,-------,787,25874,900,128.2,148.3,20,0.135,467.3,0.02,0.35,502,0.101,19277,0.55,19280,--------,-------,11978,12714,83.5
Porites astreoides ,54,40--10,MF,20230707.079,07/07/2023,37796,454.7,1.4,30.6,15.14,33.6,54.3,20.7,0.381,432.1,0.21,0.58,274,0.21,1961,0.2,115718,--------,-------,727,24300,1200,55.6,64.4,8.8,0.137,410.1,0,0.325,690,0.598,17492,0.077,17585,--------,-------,11568,12031,86.4
Porites astreoides ,54,40--10,MF,20230707.080,07/07/2023,37805,334.5,1.4,30.6,15.22,70.2,109.5,39.3,0.359,524.1,0.33,0.6,323,0.21,2355,0.2,109552,--------,-------,850,22219,900,117.5,135.8,18.3,0.135,507,0.03,0.342,618,0.123,18015,0.534,18024,--------,-------,11227,12063,89.1
Porites astreoides ,49,10--40,MF,20230707.081,07/07/2023,37819,210,1.4,30.6,15.13,261,407,146,0.359,466.4,0.31,0.62,411,0.16,1648,0.21,122426,--------,-------,669,26537,200,463.5,524,60.5,0.115,464.2,0.09,0.335,675,0.608,16751,0.057,16838,--------,-------,11045,11376,90.5
Porites astreoides ,49,10--40,MF,20230707.082,07/07/2023,37828,227.7,1.4,30.6,15.12,152,239.6,87.7,0.366,410.2,0.27,0.65,343,0.16,1922,0.19,155942,--------,-------,651,30499,500,244.7,280.8,36.1,0.129,373.7,0.11,0.391,620,0.558,16131,0.052,16255,--------,-------,9740,10077,102.7
Porites astreoides ,49,10--40,MF,20230707.083,07/07/2023,37837,205.6,1.4,30.7,15.13,173,270.1,97.1,0.359,445.7,0.26,0.65,393,0.14,2103,0.21,131949,--------,-------,688,28222,400,294.6,336.2,41.6,0.124,405.8,0.01,0.393,570,0.097,15796,0.51,15800,--------,-------,9165,9808,109.1
Porites astreoides ,49,10--40,MF,20230707.084,07/07/2023,37846,193.1,1.4,30.6,15.11,209.3,328.5,119.1,0.363,456,0.3,0.64,373,0.17,2015,0.19,137105,--------,-------,708,26868,300,376.1,429.1,52.9,0.123,426.5,0.08,0.371,683,0.578,16653,0.051,16837,--------,-------,10410,10738,96.1
Porites astreoides ,49,10--40,MF,20230707.085,07/07/2023,37854,238.3,1.4,30.6,15.12,138.3,216.6,78.3,0.361,402,0.26,0.64,313,0.17,1783,0.19,148589,--------,-------,620,28848,500,264.8,300.7,35.8,0.119,407.8,0.06,0.4,588,0.045,15657,0.555,15692,--------,-------,9365,9645,106.8
Porites astreoides ,65,10--10,MF,20230707.086,07/07/2023,37897,166.8,1.4,30.7,15.1,285.7,315.5,29.8,0.094,676.1,0.58,0.23,510,0.28,2166,0.49,141888,--------,-------,1410,69722,0,298.4,321,22.6,0.07,666.3,0.49,0.678,911,0.046,14102,0.276,14140,--------,-------,4739,5165,211
Porites astreoides ,65,10--10,MF,20230707.087,07/07/2023,37907,366.8,1.4,30.7,15.1,202.7,304.9,102.2,0.335,597.2,0.41,0.56,321,0.25,1816,0.18,88954,--------,-------,783,17050,300,341.9,381.8,40,0.105,553.8,0.33,0.265,548,0.613,18239,0.122,18262,--------,-------,12899,13552,77.5
Porites astreoides ,65,10--10,MF,20230707.088,07/07/2023,37918,418.8,1.4,30.7,15.1,317,442.9,125.9,0.284,636.4,0.44,0.63,464,0.18,2849,0.19,90579,--------,-------,997,17784,0,487.7,537.9,50.2,0.093,606.4,0.35,0.318,581,0.57,18695,0.112,18762,--------,-------,12210,12946,81.9
Porites astreoides ,65,10--10,MF,20230707.089,07/07/2023,37929,517.3,1.4,30.7,15.1,134.5,199.9,65.4,0.327,479.6,0.3,0.61,298,0.21,2359,0.19,121299,--------,-------,822,23503,500,254.6,280.1,25.6,0.091,580,0.32,0.306,514,0.586,17836,0.108,17846,--------,-------,11892,12537,84.1
Porites astreoides ,65,10--10,MF,20230707.090,07/07/2023,37940,900,1.4,30.7,15.1,147.4,186.9,39.5,0.211,500.3,0.33,0.61,463,0.14,4340,0.25,273270,--------,-------,1192,70524,500,208.3,226.9,18.6,0.082,565.7,0.35,0.406,688,0.509,15945,0.085,15950,--------,-------,9171,9746,109
Porites astreoides ,69,10--10,MF,20230707.091,07/07/2023,37952,630,1.3,30.8,15.09,92.6,140.7,48.1,0.342,475.2,0.25,0.56,333,0.25,3552,0.19,104198,--------,-------,1333,20920,700,159.3,170.5,11.2,0.066,721.4,0.13,0.291,359,0.08,13632,0.629,13660,--------,-------,9449,9782,105.8
Porites astreoides ,69,10--10,MF,20230707.092,07/07/2023,37961,441,1.4,30.8,15.09,91.9,119.3,27.4,0.23,638,0.29,0.47,439,0.3,4050,0.23,155006,--------,-------,1836,36506,700,132.7,139.9,7.2,0.051,857.7,0.28,0.439,258,0.551,13551,0.01,31674,--------,-------,7655,7896,130.6
Porites astreoides ,69,10--10,MF,20230707.093,07/07/2023,37970,308.7,1.4,30.8,15.09,117.2,179.9,62.7,0.348,510.6,0.23,0.56,394,0.24,3181,0.2,86540,--------,-------,1218,18395,600,213.1,229.7,16.6,0.072,488.9,0,0.841,37,0.153,11160,0.006,86647,--------,-------,1747,2254,572.3
Porites astreoides ,69,10--10,MF,20230707.094,07/07/2023,37978,216.1,1.4,30.8,15.1,118.5,167,48.5,0.291,603.4,0.25,0.53,390,0.27,3219,0.19,85395,--------,-------,1356,17739,600,178.7,192.7,14,0.072,696.9,0.2,0.263,633,0.633,15744,0.104,15762,--------,-------,11315,11778,88.4
