"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"Pastreoides47731",107.27226497377,-9.59680868347726,1.64469115829979,-5.83502175168136,5.37835502185461e-09,6.50009175757864e-07,"Downregulated"
"Pastreoides33187",111.619489235108,-6.76558701476607,1.1599298943664,-5.83275510668831,5.45195577181915e-09,6.55962767885259e-07,"Downregulated"
"Pastreoides19339",139.861821864751,-6.38144504470904,1.09473742154117,-5.82920152279552,5.56932144067964e-09,6.67105698434476e-07,"Downregulated"
"Pastreoides06122",93.8175117865031,-4.43589179035502,0.764373101200171,-5.80330702819089,6.50195741502203e-09,7.75372806602915e-07,"Downregulated"
"Pastreoides12263",42.146581679953,-9.7363085006272,1.67802652052827,-5.80223755793923,6.54357639583472e-09,7.76898358784764e-07,"Downregulated"
"Pastreoides45602",51.5592344235176,-10.8670044674429,1.87397514388055,-5.79890533923519,6.67491954830745e-09,7.89016476958044e-07,"Downregulated"
"Pastreoides14959",42.0736277612145,-8.23523453847037,1.42097145211686,-5.79549612077153,6.81195027717733e-09,8.01698130655922e-07,"Downregulated"
"Pastreoides14514",30.4069402399169,-7.56539542019582,1.30625726157374,-5.79165807743053,6.96949184727935e-09,8.16672933808808e-07,"Downregulated"
"Pastreoides46739",53.8549372569486,-9.73413988807681,1.68146229726741,-5.78909197303802,7.07679423380819e-09,8.25656629417162e-07,"Downregulated"
"Pastreoides21731",48.0564094263939,-6.96963384134028,1.20446659724428,-5.78648993445416,7.18723913874723e-09,8.34927939777485e-07,"Downregulated"
"Pastreoides16943",67.5696934556888,-8.98787418771057,1.55424220538569,-5.78280151997299,7.34667257005068e-09,8.4978614779157e-07,"Downregulated"
"Pastreoides28817",42.3424415910038,-8.57016042812139,1.48262471264993,-5.78039766570713,7.45242584213122e-09,8.58334738766147e-07,"Downregulated"
"Pastreoides26983",80.3466773934046,-8.70679411440102,1.50796658866651,-5.77386407619312,7.7473941755046e-09,8.88510725208614e-07,"Downregulated"
"Pastreoides28928",79.8470901125889,-4.21065306167353,0.729859286529843,-5.76912993968101,7.96818486521778e-09,9.09959958908833e-07,"Downregulated"
"Pastreoides47794",68.9170544790755,-8.58013699916428,1.48752055897691,-5.76807960561267,8.01799326949342e-09,9.11784542641845e-07,"Downregulated"
"Pastreoides04185",113.929731365223,-9.82741837098443,1.70535716239113,-5.7626745808515,8.27913316102312e-09,9.37524864801404e-07,"Downregulated"
"Pastreoides56263",8.73686246584644,-20.2275512571511,3.51555224191069,-5.75373365697946,8.72936523903906e-09,9.84372897729463e-07,"Downregulated"
"Pastreoides06898",50.4206560132132,-7.77688716847121,1.3525190121755,-5.74992816992808,8.92813723148687e-09,1.00259261052418e-06,"Downregulated"
"Pastreoides30600",77.5281749941244,-6.84465169186628,1.19292381517166,-5.73771066082818,9.59648777517296e-09,1.07317403331405e-06,"Downregulated"
"Pastreoides42467",80.701069599689,-9.53142363751519,1.66316867878343,-5.7308821162308,9.99096856806757e-09,1.10927553058379e-06,"Downregulated"
"Pastreoides60111",60.0743373763595,-9.55712860961801,1.66770666635977,-5.73070120927145,1.00016308831532e-08,1.10927553058379e-06,"Downregulated"
"Pastreoides21435",122.410085316611,3.98846727262077,0.696142600774086,5.72938255493304,1.00796847025782e-08,1.1125292251668e-06,"Upregulated"
"Pastreoides54460",8.4458825018012,-23.9208499262806,4.17553272477243,-5.72881390304139,1.01135267769607e-08,1.1125292251668e-06,"Downregulated"
"Pastreoides20261",54.3957257140314,-8.73564737156698,1.52563119618983,-5.7259234036271,1.02872631416744e-08,1.12704076801328e-06,"Downregulated"
"Pastreoides13215",66.1119461861057,-10.2589897141762,1.79242626787621,-5.72352118356967,1.04338550786966e-08,1.13388237187884e-06,"Downregulated"
"Pastreoides01319",145.244345720704,-9.91627791343197,1.73238031041978,-5.72407678255654,1.03997710467938e-08,1.13388237187884e-06,"Downregulated"
"Pastreoides14287",116.896145509895,-8.01083038204475,1.39983491823089,-5.72269649636177,1.0484646978065e-08,1.13482618757362e-06,"Downregulated"
"Pastreoides61624",65.3862361210532,-5.73436614494915,1.00321110503601,-5.71601143185445,1.09053404649313e-08,1.17563932348146e-06,"Downregulated"
"Pastreoides07611",84.5780297108027,-9.77077080012132,1.70967586216637,-5.71498435249625,1.09714119325099e-08,1.17787852687802e-06,"Downregulated"
"Pastreoides28399",80.154739392202,-5.90617253843536,1.0335716579355,-5.71433290869506,1.10135204175452e-08,1.17787852687802e-06,"Downregulated"
"Pastreoides18414",50.9214914294943,-10.3503006669538,1.81169264105256,-5.71305553294101,1.10965447388468e-08,1.18206710378126e-06,"Downregulated"
"Pastreoides63297",47.2862378969661,-9.63474171879638,1.68707038084069,-5.71093051494108,1.12360118142991e-08,1.19221163152432e-06,"Downregulated"
"Pastreoides50245",28.0646719171233,-7.71939108652767,1.35192010694064,-5.70994620680395,1.13011887943716e-08,1.19442485959651e-06,"Downregulated"
"Pastreoides09037",78.5028434689992,-7.57249214512023,1.32703019587251,-5.70634501661916,1.15427910460188e-08,1.21466430123545e-06,"Downregulated"
